Point	Base E	Base N	Base RL	Easting	Northing	Reduced Level	dE	dN	dRL	dx	dy	dz
IBB117	28570.5845	35140.004	86.8455	28570.5837	35140.0037	86.8458	-0.8	-0.3	0.3	0.1	0.8	0.3
IBB118	28567.5497	35138.1324	86.7422	28567.5488	35138.1323	86.7429	-0.9	-0.1	0.7	0.3	0.8	0.7
IBB119	28565.7149	35137.0487	86.6816	28565.7147	35137.0485	86.6819	-0.2	-0.2	0.3	-0.1	0.3	0.3
IBB120	28563.2736	35135.6048	86.5966	28563.2731	35135.6045	86.597	-0.5	-0.3	0.4	0.0	0.6	0.4
IBB121	28560.1941	35133.8424	86.4897	28560.1935	35133.8421	86.4897	-0.6	-0.3	0.0	0.0	0.7	0.0
IBB122	28557.5031	35132.3903	86.3932	28557.503	35132.3897	86.3935	-0.1	-0.6	0.3	-0.5	0.4	0.3
IBB123	28554.9843	35131.0199	86.3089	28554.9839	35131.0193	86.3089	-0.4	-0.6	0.0	-0.3	0.6	0.0
IBB124	28552.5109	35129.7042	86.2201	28552.5111	35129.7036	86.2203	0.2	-0.6	0.2	-0.6	0.1	0.2
IBB125	28550.0265	35128.3888	86.1457	28550.0264	35128.3881	86.1459	-0.1	-0.7	0.2	-0.6	0.4	0.2
IBB126	28546.9205	35126.812	86.0411	28546.9203	35126.8117	86.0411	-0.2	-0.3	0.0	-0.2	0.3	0.0
IBB127	28544.3875	35125.5733	85.9594	28544.3876	35125.5722	85.9587	0.1	-1.1	-0.7	-1.0	0.4	-0.7
IBB128	28541.8443	35124.4329	85.8743	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB129	28539.2832	35123.2186	85.7922	28539.2833	35123.2182	85.7922	0.1	-0.4	0.0	-0.4	0.1	0.0
IBB130	28536.7317	35121.9781	85.7061	28536.7313	35121.978	85.7065	-0.4	-0.1	0.4	0.1	0.4	0.4
IBB131	28533.5422	35120.5498	85.6034	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB132	28530.916	35119.4147	85.5177	28530.9159	35119.4145	85.5184	-0.1	-0.2	0.7	-0.1	0.2	0.7
IBB133	28528.9479	35118.6688	85.4391	28528.9471	35118.6681	85.4391	-0.8	-0.7	0.0	-0.3	1.0	0.0
IBB134	28525.8057	35117.3319	85.3398	28525.8048	35117.3318	85.3395	-0.9	-0.1	-0.3	0.3	0.8	-0.3
IBB135	28522.5441	35116.0553	85.231	28522.5433	35116.0551	85.2314	-0.8	-0.2	0.4	0.2	0.8	0.4
IBB136	28520.4973	35115.2313	85.1685	28520.4967	35115.2311	85.1682	-0.6	-0.2	-0.3	0.1	0.6	-0.3
IBB137	28517.803	35114.2311	85.088	28517.8024	35114.2311	85.0878	-0.6	0.0	-0.2	0.3	0.5	-0.2
IBB138	28515.0394	35113.2246	84.9958	28515.0385	35113.2244	84.996	-0.9	-0.2	0.2	0.2	0.9	0.2
IBB139	28510.8215	35111.7945	84.857	28510.8209	35111.7945	84.8567	-0.6	0.0	-0.3	0.3	0.5	-0.3
IBB140	28509.0056	35111.1452	84.8034	28509.0054	35111.1454	84.8031	-0.2	0.2	-0.3	0.3	0.1	-0.3
IBB141	28506.9615	35110.4488	84.7401	28506.961	35110.449	84.7394	-0.5	0.2	-0.7	0.4	0.4	-0.7
IBB142	28503.6453	35109.3847	84.6269	28503.6444	35109.3848	84.6262	-0.9	0.1	-0.7	0.5	0.8	-0.7
IBB143	28500.9017	35108.5513	84.5374	28500.9009	35108.5512	84.537	-0.8	-0.1	-0.4	0.3	0.8	-0.4
IBB144	28497.5879	35107.6199	84.4288	28497.5875	35107.6202	84.4287	-0.4	0.3	-0.1	0.5	0.2	-0.1
IBB145	28494.9398	35106.9938	84.3291	28494.9394	35106.9939	84.3291	-0.4	0.1	0.0	0.3	0.3	0.0
IBB146	28491.9026	35106.0372	84.2416	28491.9025	35106.0377	84.2415	-0.1	0.5	-0.1	0.5	-0.1	-0.1
IBB147	28489.4468	35105.2142	84.1719	28489.4469	35105.2145	84.172	0.1	0.3	0.1	0.2	-0.2	0.1
IBB148	28486.654	35104.4135	84.0857	28486.6539	35104.414	84.0859	-0.1	0.5	0.2	0.5	-0.1	0.2
IBB149	28483.9104	35103.6452	84.0015	28483.9109	35103.6455	84.0018	0.5	0.3	0.3	0.0	-0.6	0.3
IBB150	28480.4237	35102.7157	83.8906	28480.4241	35102.7161	83.891	0.4	0.4	0.4	0.2	-0.5	0.4
IBB151	28477.7187	35102.0227	83.8082	28477.7185	35102.0228	83.8087	-0.2	0.1	0.5	0.2	0.1	0.5
IBB152	28475.0216	35101.3822	83.7253	28475.0219	35101.3827	83.7259	0.3	0.5	0.6	0.3	-0.5	0.6
IBB153	28473.0462	35100.7971	83.6668	28473.0466	35100.7975	83.6673	0.4	0.4	0.5	0.2	-0.5	0.5
IBB154	28471.2293	35100.324	83.6083	28471.2296	35100.3242	83.609	0.3	0.2	0.7	0.0	-0.4	0.7
IBB155	28468.2324	35099.5579	83.5206	28468.2327	35099.5584	83.521	0.3	0.5	0.4	0.3	-0.5	0.4
IBB156	28463.001	35098.2818	83.3551	28463.0011	35098.2818	83.3558	0.1	0.0	0.7	0.0	-0.1	0.7
IBB157	28458.2288	35097.1692	83.2057	28458.2292	35097.1693	83.2066	0.4	0.1	0.9	-0.1	-0.4	0.9
IBB158	28454.6108	35096.2887	83.0962	28454.611	35096.2888	83.0966	0.2	0.1	0.4	0.0	-0.2	0.4
IBB159	28449.8853	35095.1228	82.9471	28449.8857	35095.123	82.9469	0.4	0.2	-0.2	0.0	-0.4	-0.2
IBB160	28445.1653	35093.9973	82.8026	28445.1658	35093.9975	82.8039	0.5	0.2	1.3	-0.1	-0.5	1.3
IBB201	28615.7523	35175.0124	88.5249	28615.753	35175.0136	88.5256	0.7	1.2	0.7	0.7	-1.2	0.7
IBB202	28612.0813	35171.7082	88.3807	28612.0818	35171.7087	88.3804	0.5	0.5	-0.3	0.2	-0.7	-0.3
IBB203	28608.2225	35168.4498	88.2236	28608.2229	35168.4501	88.2237	0.4	0.3	0.1	0.1	-0.5	0.1
IBB204	28604.4519	35165.2688	88.0741	28604.4527	35165.2688	88.0743	0.8	0.0	0.2	-0.4	-0.7	0.2
IBB205	28600.5603	35162.1434	87.9226	28600.561	35162.1439	87.923	0.7	0.5	0.4	0.1	-0.9	0.4
IBB206	28597.8554	35159.9289	87.8238	28597.8555	35159.9289	87.8242	0.1	0.0	0.4	0.0	-0.1	0.4
IBB207	28595.0092	35157.7614	87.716	28595.0097	35157.7619	87.7163	0.5	0.5	0.3	0.2	-0.7	0.3
IBB208	28592.8955	35156.1161	87.6297	28592.8959	35156.1165	87.6301	0.4	0.4	0.4	0.2	-0.5	0.4
IBB209	28590.603	35154.4553	87.5417	28590.6031	35154.4554	87.5419	0.1	0.1	0.2	0.0	-0.1	0.2
IBB210	28588.197	35152.7539	87.4516	28588.1972	35152.7545	87.4517	0.2	0.6	0.1	0.4	-0.5	0.1
IBB211	28584.4348	35149.9706	87.3091	28584.4349	35149.9706	87.3095	0.1	0.0	0.4	0.0	-0.1	0.4
IBB212	28582.5031	35148.6281	87.2455	28582.5029	35148.6281	87.2458	-0.2	0.0	0.3	0.1	0.2	0.3
IBB213	28580.786	35147.5604	87.183	28580.7859	35147.5606	87.1833	-0.1	0.2	0.3	0.2	0.0	0.3
IBB214	28578.4085	35145.9882	87.0993	28578.4079	35145.9881	87.0994	-0.6	-0.1	0.1	0.2	0.6	0.1
IBB215	28576.0318	35144.3804	87.0118	28576.0311	35144.3803	87.0121	-0.7	-0.1	0.3	0.2	0.7	0.3
IBB216	28573.179	35142.5653	86.9127	28573.1786	35142.5655	86.9131	-0.4	0.2	0.4	0.4	0.3	0.4
IBB217	28570.21	35140.6854	86.8062	28570.2093	35140.6852	86.8065	-0.7	-0.2	0.3	0.1	0.7	0.3
IBB218	28567.1775	35138.832	86.6972	28567.1769	35138.8318	86.6977	-0.6	-0.2	0.5	0.1	0.6	0.5
IBB219	28565.3171	35137.7451	86.6356	28565.3165	35137.7448	86.6364	-0.6	-0.3	0.8	0.0	0.7	0.8
IBB220	28562.8411	35136.3202	86.5513	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB221	28559.776	35134.5876	86.4408	28559.7758	35134.5869	86.4415	-0.2	-0.7	0.7	-0.5	0.5	0.7
IBB222	28557.1313	35133.0263	86.3578	28557.1313	35133.0259	86.3577	0.0	-0.4	-0.1	-0.4	0.2	-0.1
IBB223	28554.5731	35131.7356	86.2602	28554.573	35131.7351	86.2602	-0.1	-0.5	0.0	-0.4	0.3	0.0
IBB224	28552.1401	35130.4449	86.1784	28552.1402	35130.4444	86.1786	0.1	-0.5	0.2	-0.5	0.1	0.2
IBB225	28549.6782	35129.0921	86.1048	28549.6783	35129.0913	86.1049	0.1	-0.8	0.1	-0.8	0.3	0.1
IBB226	28546.5251	35127.5713	85.9948	28546.5251	35127.5712	85.9949	0.0	-0.1	0.1	-0.1	0.0	0.1
IBB227	28544.0123	35126.3439	85.9155	28544.0122	35126.3435	85.916	-0.1	-0.4	0.5	-0.3	0.3	0.5
IBB228	28541.4802	35125.1182	85.8325	28541.4803	35125.1181	85.8328	0.1	-0.1	0.3	-0.1	0.0	0.3
IBB229	28538.9897	35123.8715	85.7522	28538.9896	35123.871	85.7522	-0.1	-0.5	0.0	-0.4	0.3	0.0
IBB230	28535.8784	35122.3253	85.6517	28535.8783	35122.325	85.6522	-0.1	-0.3	0.5	-0.2	0.2	0.5
IBB231	28533.1807	35121.3107	85.556	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB232	28530.1887	35119.8195	85.4679	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB233	28528.6229	35119.3744	85.4008	28528.6221	35119.3742	85.4008	-0.8	-0.2	0.0	0.2	0.8	0.0
IBB234	28525.4351	35118.0821	85.2951	28525.4343	35118.0824	85.2947	-0.8	0.3	-0.4	0.6	0.6	-0.4
IBB235	28522.2627	35116.7925	85.1936	28522.2618	35116.7923	85.1934	-0.9	-0.2	-0.2	0.2	0.9	-0.2
IBB236	28520.1509	35116.0309	85.1209	28520.1501	35116.031	85.1209	-0.8	0.1	0.0	0.5	0.7	0.0
IBB237	28517.4998	35115.0216	85.0414	28517.4992	35115.0218	85.041	-0.6	0.2	-0.4	0.5	0.4	-0.4
IBB238	28514.7117	35114.0246	84.9568	28514.7111	35114.0244	84.9567	-0.6	-0.2	-0.1	0.1	0.6	-0.1
IBB239	28510.5857	35112.5004	84.8222	28510.5848	35112.5003	84.8221	-0.9	-0.1	-0.1	0.3	0.8	-0.1
IBB240	28508.7501	35111.9691	84.7628	28508.7494	35111.969	84.7625	-0.7	-0.1	-0.3	0.2	0.7	-0.3
IBB241	28506.7499	35111.2929	84.7021	28506.7494	35111.2929	84.7016	-0.5	0.0	-0.5	0.2	0.4	-0.5
IBB242	28503.3926	35110.2021	84.5947	28503.3919	35110.202	84.5939	-0.7	-0.1	-0.8	0.2	0.7	-0.8
IBB243	28500.6997	35109.3505	84.5062	28500.6993	35109.3507	84.5057	-0.4	0.2	-0.5	0.4	0.3	-0.5
IBB244	28497.3873	35108.3362	84.4023	28497.3867	35108.3365	84.4021	-0.6	0.3	-0.2	0.5	0.4	-0.2
IBB245	28494.577	35107.5261	84.3058	28494.5768	35107.5262	84.3057	-0.2	0.1	-0.1	0.2	0.1	-0.1
IBB246	28491.7926	35106.6355	84.2196	28491.7927	35106.6355	84.2197	0.1	0.0	0.1	0.0	-0.1	0.1
IBB247	28489.2605	35105.9666	84.146	28489.2605	35105.9671	84.146	0.0	0.5	0.0	0.4	-0.2	0.0
IBB248	28486.3805	35105.145	84.0604	28486.3806	35105.1454	84.0606	0.1	0.4	0.2	0.3	-0.3	0.2
IBB249	28483.833	35104.4304	83.9885	28483.833	35104.4308	83.9886	0.0	0.4	0.1	0.4	-0.2	0.1
IBB250	28480.2694	35103.4519	83.8819	28480.2694	35103.4523	83.8823	0.0	0.4	0.4	0.4	-0.2	0.4
IBB251	28477.5795	35102.7062	83.7977	28477.5796	35102.7065	83.7982	0.1	0.3	0.5	0.2	-0.2	0.5
IBB252	28474.896	35102.0254	83.712	28474.8964	35102.026	83.7123	0.4	0.6	0.3	0.3	-0.6	0.3
IBB253	28473.0264	35101.5515	83.6575	28473.0267	35101.552	83.6582	0.3	0.5	0.7	0.3	-0.5	0.7
IBB254	28470.9988	35101.0372	83.5961	28470.9988	35101.0377	83.5966	0.0	0.5	0.5	0.4	-0.2	0.5
IBB255	28468.0692	35100.2928	83.507	28468.0694	35100.2931	83.5072	0.2	0.3	0.2	0.2	-0.3	0.2
IBB256	28462.8154	35098.9464	83.3481	28462.8159	35098.9467	83.3489	0.5	0.3	0.8	0.0	-0.6	0.8
IBB257	28458.0112	35097.7767	83.2034	28458.0111	35097.777	83.2046	-0.1	0.3	1.2	0.3	0.0	1.2
IBB258	28454.424	35096.9073	83.0929	28454.4242	35096.9075	83.0938	0.2	0.2	0.9	0.1	-0.3	0.9
IBB259	28449.7025	35095.698	82.9467	28449.7024	35095.6981	82.9471	-0.1	0.1	0.4	0.1	0.0	0.4
IBB260	28444.9178	35094.5445	82.7976	28444.918	35094.5447	82.7982	0.2	0.2	0.6	0.1	-0.3	0.6
IBC01	28615.0532	35174.7295	93.0946	28615.0536	35174.7295	93.0949	0.4	0.0	0.3	-0.2	-0.4	0.3
IBC02	28612.2372	35172.2027	93.0044	28612.2378	35172.2031	93.0049	0.6	0.4	0.5	0.1	-0.7	0.5
IBC03	28608.547	35169.003	92.8474	28608.5473	35169.0034	92.8478	0.3	0.4	0.4	0.2	-0.5	0.4
IBC04	28605.1541	35166.1609	92.6821	28605.1545	35166.1614	92.6823	0.4	0.5	0.2	0.3	-0.6	0.2
IBC05	28601.5041	35163.1739	92.5228	28601.5047	35163.174	92.5228	0.6	0.1	0.0	-0.2	-0.6	0.0
IBC06	28598.6495	35160.8835	92.4086	28598.6501	35160.884	92.4089	0.6	0.5	0.3	0.2	-0.8	0.3
IBC07	28595.7007	35158.585	92.3269	28595.7009	35158.5851	92.3271	0.2	0.1	0.2	0.0	-0.2	0.2
IBC08	28593.6565	35157.0294	92.2633	28593.6568	35157.03	92.2639	0.3	0.6	0.6	0.4	-0.5	0.6
IBC09	28591.4702	35155.3163	92.203	28591.4705	35155.3169	92.2036	0.3	0.6	0.6	0.4	-0.5	0.6
IBC10	28589.1233	35153.6962	92.1235	28589.1231	35153.6964	92.1237	-0.2	0.2	0.2	0.3	0.1	0.2
IBC11	28586.8392	35152.0547	92.0414	28586.839	35152.055	92.0419	-0.2	0.3	0.5	0.4	0.0	0.5
IBC12	28584.3369	35150.2946	91.9307	28584.3359	35150.2949	91.9314	-1.0	0.3	0.7	0.7	0.7	0.7
IBC13	28582.2206	35148.8288	91.8379	28582.22	35148.8289	91.8383	-0.6	0.1	0.4	0.4	0.5	0.4
IBC14	28579.5107	35147.0043	91.7364	28579.5099	35147.0044	91.7368	-0.8	0.1	0.4	0.5	0.7	0.4
IBC15	28576.5752	35145.0649	91.635	28576.5749	35145.0652	91.6355	-0.3	0.3	0.5	0.4	0.1	0.5
IBC16	28573.0966	35142.94	91.5014	28573.0954	35142.9401	91.502	-1.2	0.1	0.6	0.6	1.0	0.6
IBC17	28570.275	35141.0667	91.3929	28570.2742	35141.0669	91.3936	-0.8	0.2	0.7	0.5	0.6	0.7
IBC18	28567.0592	35139.1125	91.2701	28567.0583	35139.1127	91.271	-0.9	0.2	0.9	0.6	0.7	0.9
IBC19	28565.2744	35138.0548	91.1968	28565.2735	35138.0548	91.1969	-0.9	0.0	0.1	0.4	0.8	0.1
IBC20	28562.8651	35136.6499	91.1072	28562.8646	35136.6503	91.1073	-0.5	0.4	0.1	0.6	0.3	0.1
IBC21	28559.8127	35134.8979	91.012	28559.812	35134.8978	91.0115	-0.7	-0.1	-0.5	0.2	0.7	-0.5
IBC22	28557.3566	35133.5272	90.9276	28557.3561	35133.5271	90.9273	-0.5	-0.1	-0.3	0.1	0.5	-0.3
IBC23	28554.7306	35132.0813	90.8473	28554.7305	35132.0812	90.8457	-0.1	-0.1	-1.6	0.0	0.1	-1.6
IBC24	28552.3858	35130.5057	90.7742	28552.3854	35130.5054	90.7737	-0.4	-0.3	-0.5	-0.1	0.5	-0.5
IBC25	28549.1725	35129.144	90.6608	28549.1721	35129.1439	90.6596	-0.4	-0.1	-1.2	0.1	0.4	-1.2
IBC26	28546.6804	35127.8886	90.5799	28546.6802	35127.8885	90.5781	-0.2	-0.1	-1.8	0.0	0.2	-1.8
IBC27	28543.5016	35126.3164	90.4698	28543.5018	35126.3157	90.4675	0.2	-0.7	-2.3	-0.7	0.1	-2.3
IBC28	28540.9777	35125.0993	90.378	28540.9784	35125.1002	90.3761	0.7	0.9	-1.9	-1.1	0.2	-1.9
IBC29	28538.555	35123.6654	90.2992	28538.555	35123.6647	90.297	0.0	-0.7	-2.2	-0.6	0.3	-2.2
IBC30	28536.5582	35123.0588	90.2221	28536.5584	35123.0577	90.2202	0.2	-1.1	-1.9	-1.1	0.3	-1.9
IBC31	28533.3427	35121.6372	90.1237	28533.3426	35121.636	90.1219	-0.1	-1.2	-1.8	-1.0	0.6	-1.8
IBC32	28530.7886	35120.5277	90.0515	28530.789	35120.5271	90.0505	0.4	-0.6	-1.0	-0.7	-0.1	-1.0
IBC33	28528.6421	35119.6251	89.9952	28528.6421	35119.6246	89.9944	0.0	-0.5	-0.8	-0.4	0.2	-0.8
IBC34	28525.4263	35118.3066	89.8973	28525.4255	35118.3062	89.8963	-0.8	-0.4	-1.0	0.0	0.9	-1.0
IBC35	28522.3275	35117.0605	89.7988	28522.3267	35117.0595	89.7979	-0.8	-1.0	-0.9	-0.5	1.2	-0.9
IBC36	28520.3925	35116.313	89.7399	28520.3923	35116.3121	89.7385	-0.2	-0.9	-1.4	-0.7	0.6	-1.4
IBC37	28517.5708	35115.2537	89.653	28517.5709	35115.2519	89.6514	0.1	-1.8	-1.6	-1.6	0.7	-1.6
IBC38	28514.9355	35114.3115	89.5645	28514.935277306	35114.3092211832	89.5624	-0.2	-2.3	-2.1	-1.9	1.2	-2.1
IBC39	28512.7943	35113.2586	89.5052	28512.7942163146	35113.2562085878	89.5029	-0.1	-2.4	-2.3	-2.1	1.2	-2.3
IBC40	28508.7351	35112.1741	89.3491	28508.7353858189	35112.1722522901	89.3468	0.3	-1.8	-2.3	-1.8	0.6	-2.3
IBC41	28507.0876	35111.3217	89.3051	28507.0882695043	35111.3195437023	89.3026	0.7	-2.2	-2.5	-2.2	0.4	-2.5
IBC42	28503.4876	35110.141	89.1884	28503.4879	35110.1408	89.187	0.3	-0.2	-1.4	-0.3	-0.2	-1.4
IBC43	28500.6101	35109.2273	89.105	28500.6103	35109.2275	89.1038	0.2	0.2	-1.2	0.1	-0.3	-1.2
IBC44	28497.5453	35108.4651	88.9995	28497.5451	35108.4652	88.9983	-0.2	0.1	-1.2	0.2	0.1	-1.2
IBC45	28494.7137	35107.968	88.887	28494.7137	35107.9683	88.8861	0.0	0.3	-0.9	0.3	-0.1	-0.9
IBC46	28491.226	35106.9994	88.7717	28491.2261	35106.9998	88.7712	0.1	0.4	-0.5	0.3	-0.3	-0.5
IBC47	28489.1857	35106.1595	88.7306	28489.1862	35106.1599	88.73	0.5	0.4	-0.6	0.1	-0.6	-0.6
IBC48	28486.7067	35105.4652	88.6467	28486.707	35105.4656	88.6464	0.3	0.4	-0.3	0.2	-0.5	-0.3
IBC49	28483.825	35104.5396	88.5639	28483.8254	35104.5401	88.5638	0.4	0.5	-0.1	0.3	-0.6	-0.1
IBC50	28480.5162	35103.7003	88.4698	28480.5162	35103.7008	88.4699	0.0	0.5	0.1	0.4	-0.2	0.1
IBC51	28477.7992	35102.9869	88.3946	28477.7994	35102.9872	88.3952	0.2	0.3	0.6	0.2	-0.3	0.6
IBC52	28475.0785	35102.2568	88.3083	28475.0789	35102.2573	88.3088	0.4	0.5	0.5	0.3	-0.6	0.5
IBC53	28472.9937	35101.5964	88.2453	28472.9945	35101.5969	88.2463	0.8	0.5	1.0	0.1	-0.9	1.0
IBC54	28471.0176	35101.2071	88.1723	28471.0178	35101.2076	88.1728	0.2	0.5	0.5	0.4	-0.4	0.5
IBC55	28467.7666	35100.2089	88.0875	28467.7668	35100.2093	88.0887	0.2	0.4	1.2	0.3	-0.4	1.2
IBC56	28462.8678	35099.1631	87.9242	28462.8681	35099.1635	87.9249	0.3	0.4	0.7	0.2	-0.5	0.7
IBC57	28457.8964	35097.6602	87.7948	28457.8968	35097.6605	87.7959	0.4	0.3	1.1	0.1	-0.5	1.1
IBC58	28453.8696	35096.7476	87.6707	28453.8695	35096.7477	87.6721	-0.1	0.1	1.4	0.1	0.0	1.4
IBC59	28449.286	35095.5754	87.5263	28449.2864	35095.5757	87.5273	0.4	0.3	1.0	0.1	-0.5	1.0
IBC60	28443.7948	35094.511	87.3423	28443.795	35094.5112	87.3434	0.2	0.2	1.1	0.1	-0.3	1.1
IBL01	28617.4778	35173.1734	88.978	28617.4779	35173.1733	88.9781	0.1	-0.1	0.1	-0.1	0.0	0.1
IBL02	28612.6896	35168.8935	88.8395	28612.6899	35168.8936	88.8396	0.3	0.1	0.1	0.0	-0.3	0.1
IBL03	28609.3134	35165.981	88.6951	28609.3138	35165.981	88.6952	0.4	0.0	0.1	-0.2	-0.4	0.1
IBL04	28605.1651	35162.526	88.4911	28605.1659	35162.5264	88.4912	0.8	0.4	0.1	0.0	-0.9	0.1
IBL05	28601.6805	35159.7154	88.3446	28601.6813	35159.7158	88.3447	0.8	0.4	0.1	0.0	-0.9	0.1
IBL06	28599.4572	35157.9588	88.2557	28599.4575	35157.959	88.2559	0.3	0.2	0.2	0.0	-0.4	0.2
IBL07	28597.3152	35156.2951	88.1937	28597.3158	35156.2953	88.194	0.6	0.2	0.3	-0.1	-0.6	0.3
IBL08	28594.5948	35154.2419	88.0952	28594.5954	35154.2422	88.0952	0.6	0.3	0.0	0.0	-0.7	0.0
IBL09	28592.312	35152.5153	88.0857	28592.3124	35152.5155	88.0859	0.4	0.2	0.2	0.0	-0.4	0.2
IBL10	28590.2833	35151.5621	87.5824	28590.2837	35151.5624	87.5824	0.4	0.3	0.0	0.1	-0.5	0.0
IBL11	28585.4329	35147.308	89.4859	28585.4325	35147.3081	89.4861	-0.4	0.1	0.2	0.3	0.3	0.2
IBL12	28584.0637	35146.6657	87.7812	28584.0633	35146.6655	87.7813	-0.4	-0.2	0.1	0.0	0.4	0.1
IBL13	28581.7393	35145.0844	87.7357	28581.7387	35145.0842	87.7358	-0.6	-0.2	0.1	0.1	0.6	0.1
IBL14	28579.3855	35143.546	87.6074	28579.385	35143.5459	87.6077	-0.5	-0.1	0.3	0.1	0.5	0.3
IBL15	28577.0982	35142.0454	87.5352	28577.0976	35142.0453	87.5356	-0.6	-0.1	0.4	0.2	0.6	0.4
IBL16	28573.7318	35139.9329	87.3666	28573.731	35139.9327	87.367	-0.8	-0.2	0.4	0.2	0.8	0.4
IBL17	28571.3949	35138.4676	87.2956	28571.3942	35138.4675	87.2961	-0.7	-0.1	0.5	0.2	0.7	0.5
IBL18	28569.8014	35137.4743	87.2769	28569.801	35137.474	87.2775	-0.4	-0.3	0.6	-0.1	0.5	0.6
IBL19	28567.7894	35136.301	87.154	28567.7891	35136.3013	87.1545	-0.3	0.3	0.5	0.4	0.1	0.5
IBL20	28565.3105	35134.7943	87.1326	28565.3101	35134.7943	87.1326	-0.4	0.0	0.0	0.2	0.4	0.0
IBL21	28562.8601	35133.4003	87.0025	28562.86	35133.4004	87.0031	-0.1	0.1	0.6	0.1	0.0	0.6
IBL22	28559.6444	35131.5401	86.9694	28559.644	35131.5397	86.9691	-0.4	-0.4	-0.3	-0.2	0.5	-0.3
IBL23	28557.2267	35130.205	86.8909	28557.2265	35130.2046	86.8904	-0.2	-0.4	-0.5	-0.3	0.4	-0.5
IBL24	28554.7332	35128.8487	86.8259	28554.7329	35128.8482	86.8255	-0.3	-0.5	-0.4	-0.3	0.5	-0.4
IBL25	28552.1776	35127.5797	86.5921	28552.1778	35127.579	86.5914	0.2	-0.7	-0.7	-0.7	0.1	-0.7
IBL26	28549.0213	35125.9008	86.5993	28549.0214	35125.8999	86.5988	0.1	-0.9	-0.5	-0.8	0.3	-0.5
IBL27	28546.0952	35124.4731	86.4512	28546.0956	35124.4721	86.4506	0.4	-1.0	-0.6	-1.1	0.1	-0.6
IBL28	28543.4999	35123.2529	86.2885	28543.5004	35123.2516	86.2873	0.5	-1.3	-1.2	-1.4	0.2	-1.2
IBL29	28540.1046	35121.61	86.2321	28540.1051	35121.6092	86.2317	0.5	-0.8	-0.4	-0.9	-0.1	-0.4
IBL30	28537.703	35120.5159	86.1397	28537.7033	35120.5145	86.1397	0.3	-1.4	0.0	-1.4	0.4	0.0
IBL31	28534.9324	35119.2741	86.06	28534.9324	35119.2731	86.0595	0.0	-1.0	-0.5	-0.9	0.5	-0.5
IBL32	28531.8194	35117.9111	85.9785	28531.8197	35117.9104	85.9788	0.3	-0.7	0.3	-0.8	0.1	0.3
IBL33	28529.5695	35116.9751	85.9167	28529.5684	35116.9748	85.9166	-1.1	-0.3	-0.1	0.2	1.1	-0.1
IBL34	28527.34	35116.0681	85.8358	28527.3391	35116.0681	85.8359	-0.9	0.0	0.1	0.4	0.8	0.1
IBL35	28525.3024	35115.2347	85.7938	28525.302	35115.2345	85.7936	-0.4	-0.2	-0.2	0.0	0.4	-0.2
